,aligner,depth,tp,fp,fn,precision,recall,f1,level,site,spearman,pearson,jaccard,depth_log10
34,Bowtie2 95,9992,9033,9,950,0.9990046449900465,0.9048382249824702,0.9519214349862584,species,oral,0.9907194751914477,0.9670836784326275,1.0,4.0
35,Bowtie2 95,9992,8471,0,1521,1.0,0.8477782225780625,0.9238891112890313,species,skin,0.7441029791264288,0.7401919497814184,0.18,4.0
36,Bowtie2 95,9992,8993,5,994,0.9994443209602134,0.9004706117953339,0.9499574663777737,species,stool,0.9996470018017023,0.9794277557945864,0.81,4.0
37,Bowtie2 95,9992,8862,8,1122,0.999098083427283,0.8876201923076923,0.9433591378674877,species,oral,0.974046491816204,0.9208361390219516,0.96,4.0
38,Bowtie2 95,9992,8572,0,1420,1.0,0.8578863090472378,0.9289431545236189,species,skin,0.795841197609011,0.7485679467577147,0.17,4.0
39,Bowtie2 95,9992,8814,4,1174,0.9995463823996371,0.8824589507408891,0.9410026665702631,species,stool,0.9854743789110939,0.9617349805095183,0.8,4.0
40,Bowtie2 95,9992,9000,7,985,0.9992228266903519,0.901352028042063,0.9502874273662074,species,oral,0.9759104107785501,0.9208022263521792,0.99,4.0
41,Bowtie2 95,9992,8276,2,1714,0.9997583957477651,0.8284284284284285,0.9140934120880968,species,skin,0.8214776137713723,0.7618537748572669,0.18,4.0
42,Bowtie2 95,9992,8808,7,1177,0.9992058990357345,0.8821231847771658,0.9406645419064501,species,stool,0.9836325428604238,0.9529708461402574,0.81,4.0
43,Bowtie2 95,9992,8889,11,1092,0.9987640449438202,0.8905921250375713,0.9446780849906957,species,oral,0.979570890420534,0.9423030941900016,0.95,4.0
44,Bowtie2 95,9992,8557,2,1433,0.9997663278420377,0.8565565565565566,0.9281614421992972,species,skin,0.7624066994542361,0.7188292841658169,0.17,4.0
45,Bowtie2 98,9992,4832,0,5160,1.0,0.4835868694955965,0.7417934347477982,species,stool,0.9693215827854262,0.9281336365888099,0.56,4.0
46,Bowtie2 98,9992,4874,3,5115,0.9993848677465655,0.48793673040344376,0.7436607990750046,species,oral,0.9802486974856794,0.9391716127084216,0.87,4.0
47,Bowtie2 98,9992,4633,0,5359,1.0,0.4636709367493995,0.7318354683746997,species,skin,0.6728290478334011,0.6995967039443581,0.13,4.0
48,Bowtie2 98,9992,4690,4,5298,0.9991478483170004,0.4695634761714057,0.7343556622442031,species,stool,0.9997380982615193,0.9769919566464725,0.58,4.0
49,Bowtie2 98,9992,4888,1,5103,0.9997954591941092,0.4892403162846562,0.7445178877393827,species,oral,0.9938123986832431,0.9861172177192952,0.88,4.0
50,Bowtie2 98,9992,4697,1,5294,0.9997871434653044,0.47012311079971975,0.7349551271325121,species,skin,0.8423374768010714,0.7359754530071522,0.16,4.0
51,Bowtie2 98,9992,4740,3,5249,0.9993674889310563,0.47452197417158876,0.7369447315513226,species,stool,0.9880529493820323,0.96641273906788,0.59,4.0
52,Bowtie2 98,9992,4985,2,5005,0.9995989572889513,0.498998998998999,0.7492989781439752,species,oral,0.9722050633113707,0.8971230328582291,0.93,4.0
53,Bowtie2 98,9992,4769,1,5222,0.9997903563941299,0.4773295966369733,0.7385599765155516,species,skin,0.7966672405600853,0.7264852557989837,0.11,4.0
54,Bowtie2 98,9992,4850,2,5140,0.9995877988458368,0.4854854854854855,0.7425366421656612,species,stool,0.984990896947793,0.9480757652670116,0.57,4.0
55,Bowtie2 98,9992,4844,2,5146,0.9995872884853487,0.4848848848848849,0.7422360866851168,species,oral,0.9755515153661848,0.8960704240466231,0.9,4.0
56,Bowtie2 98,9992,4689,2,5301,0.9995736516734172,0.46936936936936935,0.7344715105213933,species,skin,0.7839529108199237,0.7339259574607161,0.14,4.0
57,Bowtie2 98,9992,4816,2,5174,0.9995848899958489,0.4820820820820821,0.7408334860389655,species,stool,0.9752844885932616,0.946756925744641,0.57,4.0
58,Bowtie2 98,9992,4875,2,5115,0.9995899118310436,0.487987987987988,0.7437889499095158,species,oral,0.9814738179357999,0.9185842078811303,0.88,4.0
59,Bowtie2 98,9992,4839,1,5152,0.9997933884297521,0.48433590231208085,0.7420646453709164,species,skin,0.7231669521288944,0.7262771820918608,0.14,4.0
60,Bowtie2 95,100047,88690,73,11284,0.9991775852551176,0.8871306539700322,0.9431541196125749,species,stool,0.9844729351489462,0.9706969699461584,1.0,5.0
61,Bowtie2 95,100047,90316,95,9636,0.9989492429018593,0.9035937249879943,0.9512714839449268,species,oral,0.9734317922184875,0.9044170209755126,0.9900990099009901,5.0
62,Bowtie2 95,100047,84126,14,15907,0.9998336106489185,0.8409824757829916,0.920408043215955,species,skin,0.9665590097912354,0.9161210992169513,0.6237623762376238,5.0
63,Bowtie2 95,100047,88828,54,11165,0.9993924529151009,0.8883421839528767,0.9438673184339887,species,stool,0.9996811732823213,0.9965928004617208,1.0,5.0
64,Bowtie2 95,100047,89477,90,10480,0.9989951656301986,0.895154916614144,0.9470750411221713,species,oral,0.9806039244240647,0.9266127243571463,0.9803921568627451,5.0
65,Bowtie2 95,100047,84716,14,15317,0.9998347692670837,0.8468805294252897,0.9233576493461867,species,skin,0.9844943677395134,0.9368199096418193,0.7128712871287128,5.0
66,Bowtie2 95,100047,88772,58,11217,0.9993470674321738,0.8878176599425937,0.9435823636873837,species,stool,0.9843808444181261,0.9705001456727985,1.0,5.0
67,Bowtie2 95,100047,89521,83,10443,0.999073702066872,0.895532391660998,0.947303046863935,species,oral,0.9796577425945968,0.9264218606390673,1.0,5.0
68,Bowtie2 95,100047,84554,16,15477,0.9998108076149935,0.8452779638312123,0.9225443857231029,species,skin,0.9777513926496675,0.9356608799260967,0.6470588235294118,5.0
69,Bowtie2 95,100047,88447,70,11530,0.9992091914547488,0.8846734748992269,0.9419413331769879,species,stool,0.9996811732823213,0.9960951615064094,1.0,5.0
70,Bowtie2 95,100047,89811,90,10146,0.9989988987886675,0.8984963534319758,0.9487476261103216,species,oral,0.9821898993119953,0.9489771596019975,1.0,5.0
71,Bowtie2 95,100047,84417,9,15621,0.99989339776846,0.8438493372518443,0.9218713675101522,species,skin,0.9965925789288179,0.9413957850593516,0.7029702970297029,5.0
72,Bowtie2 95,100047,88464,54,11529,0.9993899545855081,0.8847019291350394,0.9420459418602738,species,stool,0.9845189805143563,0.9715323524801017,1.0,5.0
73,Bowtie2 95,100047,89256,90,10701,0.9989926801423679,0.8929439659053393,0.9459683230238536,species,oral,0.9839892040226003,0.9490828903833344,1.0,5.0
74,Bowtie2 95,100047,84397,15,15635,0.9998223001468985,0.8437000159948816,0.9217611580708901,species,skin,0.9649206199281076,0.9182794328993359,0.6732673267326733,5.0
75,Bowtie2 98,100047,47541,20,52486,0.9995794873951347,0.47528167394803406,0.7374305806715844,species,stool,0.9996811732823213,0.994452289278162,1.0,5.0
76,Bowtie2 98,100047,49103,9,50935,0.9998167453982734,0.49084347947779844,0.7453301124380359,species,oral,0.9862970367882582,0.9486145612044048,1.0,5.0
77,Bowtie2 98,100047,47263,14,52770,0.9997038729191785,0.4724740835524277,0.7360889782358031,species,skin,0.9791980680452933,0.8923067587441841,0.45,5.0
78,Bowtie2 98,100047,47640,21,52386,0.9995593881790142,0.47627616819626895,0.7379177781876416,species,stool,0.9845995067870256,0.9695210805490826,1.0,5.0
79,Bowtie2 98,100047,49014,12,51021,0.999755231917758,0.4899685110211426,0.7448618714694503,species,oral,0.9934215927189449,0.9722650602246831,1.0,5.0
80,Bowtie2 98,100047,47276,11,52760,0.9997673779262799,0.4725898676476468,0.7361786227869633,species,skin,0.9270897285453034,0.8762167551606346,0.48514851485148514,5.0
81,Bowtie2 98,100047,47267,18,52762,0.9996193295971239,0.4725329654400224,0.7360761475185731,species,stool,0.9998405832699868,0.9928412557640599,1.0,5.0
82,Bowtie2 98,100047,48812,13,51222,0.9997337429595494,0.4879540956074935,0.7438439192835214,species,oral,0.9888309965779203,0.9489140164047046,1.0,5.0
83,Bowtie2 98,100047,47697,16,52334,0.9996646616226186,0.476822185122612,0.7382434233726153,species,skin,0.9784383946616387,0.8884107643514995,0.4411764705882353,5.0
84,Bowtie2 98,100047,47054,17,52976,0.9996388434492575,0.4703988803358992,0.7350188618925784,species,stool,0.9997267199562754,0.9918774502302493,1.0,5.0
85,Bowtie2 98,100047,48626,13,51408,0.9997327247681901,0.48609472779255053,0.7429137262803703,species,oral,0.9873803862532397,0.9484895268613127,1.0,5.0
86,Bowtie2 98,100047,47341,10,52696,0.9997888112183481,0.47323490308585825,0.7365118571521032,species,skin,0.9603352443861787,0.8899896534035064,0.44554455445544555,5.0
87,Bowtie2 98,100047,47908,23,52116,0.9995201435396716,0.47896504838838677,0.7392425959640292,species,stool,0.9709054796406326,0.9450346119686027,1.0,5.0
88,Bowtie2 98,100047,49157,12,50878,0.9997559437857186,0.4913980106962563,0.7455769772409875,species,oral,0.9950257811302281,0.9724658376368677,1.0,5.0
89,Bowtie2 98,100047,47673,6,52368,0.999874158434531,0.47653462080546977,0.7382043896200003,species,skin,0.9793908887632152,0.8933434067982547,0.44554455445544555,5.0
90,Bowtie2 95,999923,885690,597,113636,0.9993264032982544,0.8862873576790757,0.9428068804886651,species,stool,0.9997267199562754,0.999354780524667,0.9433962264150944,6.0
91,Bowtie2 95,999923,899195,977,99751,0.9989146518665322,0.9001437515140959,0.9495292016903141,species,oral,0.9740022181148945,0.9053738414955831,0.9523809523809523,6.0
92,Bowtie2 95,999923,844944,139,154840,0.9998355191146905,0.8451265473342242,0.9224810332244573,species,skin,0.9728049173402187,0.9783240934081723,0.9174311926605505,6.0
93,Bowtie2 95,999923,885299,640,113984,0.9992776026340414,0.8859342148320346,0.9426059087330381,species,stool,0.9997267199562754,0.9993495929528242,0.9433962264150944,6.0
94,Bowtie2 95,999923,898648,908,100367,0.9989906131469303,0.899534041030415,0.9492623270886726,species,oral,0.9742303884734572,0.9053654816305431,0.9523809523809523,6.0
95,Bowtie2 95,999923,846570,116,153237,0.9998629952544391,0.8467334195499732,0.9232982074022061,species,skin,0.9858333053424879,0.9785431663744741,0.9433962264150944,6.0
96,Bowtie2 95,999923,885659,621,113643,0.9992993184997969,0.8862776217800025,0.9427884701398996,species,stool,0.9997722666302294,0.9993702872551831,0.9803921568627451,6.0
97,Bowtie2 95,999923,899502,926,99495,0.9989716001723625,0.9004051063216406,0.9496883532470015,species,oral,0.9741163032941759,0.9053690943290257,0.9345794392523364,6.0
98,Bowtie2 95,999923,845009,125,154789,0.9998520944607601,0.8451797263047135,0.9225159103827367,species,skin,0.9849045383244138,0.9780050736073619,0.9433962264150944,6.0
99,Bowtie2 95,999923,885580,625,113718,0.9992947455724127,0.8862021138839465,0.9427484297281796,species,stool,0.9997267199562754,0.9993472903383676,0.970873786407767,6.0
100,Bowtie2 95,999923,896813,973,102137,0.9989162227969695,0.8977556434255969,0.9483359331112832,species,oral,0.9738501045425192,0.9053635308907032,0.9433962264150944,6.0
101,Bowtie2 95,999923,846079,133,153711,0.9998428289837534,0.8462567139099211,0.9230497714468373,species,skin,0.9725074449076829,0.9780014016844999,0.9433962264150944,6.0
102,Bowtie2 95,999923,884612,594,114717,0.9993289697539329,0.8852059732080226,0.9422674714809778,species,stool,0.9997267199562754,0.9992852025233705,0.9615384615384616,6.0
103,Bowtie2 95,999923,899117,940,99866,0.9989556216995146,0.9000323328825416,0.949493977291028,species,oral,0.9743064452596447,0.905371306463371,0.9523809523809523,6.0
104,Bowtie2 95,999923,846938,111,152874,0.9998689568135963,0.8470972542838053,0.9234831055487008,species,skin,0.9725074449076829,0.9786275217756575,0.9523809523809523,6.0
105,Bowtie2 98,999923,475135,227,524561,0.9995224691919,0.47527948496342887,0.7374009770776644,species,stool,0.9845650258797664,0.9736913613618375,0.9900990099009901,6.0
106,Bowtie2 98,999923,487358,144,512421,0.9997046165964447,0.4874657299263137,0.7435851732613792,species,oral,0.9994018803386854,0.99939781945834,0.9900990099009901,6.0
107,Bowtie2 98,999923,472930,105,526888,0.9997780291098968,0.4730160889281849,0.7363970590190408,species,skin,0.9692421329469915,0.9703468843193878,0.970873786407767,6.0
108,Bowtie2 98,999923,475004,198,524721,0.9995833350869735,0.47513466203205884,0.7373589985595161,species,stool,0.9896934111626009,0.9987329775200059,1.0,6.0
109,Bowtie2 98,999923,488621,159,511143,0.999674700274152,0.4887363417766593,0.7442055210254056,species,oral,0.979891525493911,0.9275926687301758,0.9803921568627451,6.0
110,Bowtie2 98,999923,473638,113,526172,0.9997614780760358,0.4737280083215811,0.7367447431988084,species,skin,0.9723999095378338,0.9703166091504561,0.9803921568627451,6.0
111,Bowtie2 98,999923,474369,211,525343,0.9995553963504572,0.4745056576293973,0.7370305269899272,species,stool,0.9803316185187901,0.9987409956888462,0.970873786407767,6.0
112,Bowtie2 98,999923,488450,152,511321,0.9996889083548574,0.4885618806706736,0.7441253945127655,species,oral,0.9944722964262799,0.9745474215124229,0.970873786407767,6.0
113,Bowtie2 98,999923,473272,111,526540,0.9997655175618896,0.4733609918664709,0.7365632547141803,species,skin,0.9859272766303134,0.9830806142813988,0.9803921568627451,6.0
114,Bowtie2 98,999923,474388,220,525315,0.9995364595624179,0.47452893509372285,0.7370326973280703,species,stool,0.9846110712451762,0.9736955939268652,0.9900990099009901,6.0
115,Bowtie2 98,999923,489548,146,510229,0.9997018546275838,0.4896571935541626,0.7446795240908732,species,oral,0.9943597210290656,0.9745403675809683,0.9900990099009901,6.0
116,Bowtie2 98,999923,474221,100,525602,0.999789172311578,0.47430495197649986,0.7370470621440389,species,skin,0.9689692552117498,0.970363232000481,0.970873786407767,6.0
117,Bowtie2 98,999923,474461,182,525280,0.9996165539152584,0.4745839172345638,0.7371002355749111,species,stool,0.9997722666302294,0.9989138063952593,1.0,6.0
118,Bowtie2 98,999923,489599,183,510141,0.9996263643825212,0.4897263288454998,0.7446763466140105,species,oral,0.9994766452963496,0.999396364239837,0.9803921568627451,6.0
119,Bowtie2 98,999923,474228,99,525596,0.9997912832286587,0.47431147882027236,0.7370513810244655,species,skin,0.9877163592432533,0.9839963004039025,0.9615384615384616,6.0
120,Bowtie2 95,10000001,8858905,6179,1134917,0.9993029958881382,0.8864381414838087,0.9428705686859735,species,stool,0.9896032402484344,0.9999403655158047,0.7751937984496124,7.0
121,Bowtie2 95,10000001,8984500,9453,1006048,0.9989489604848947,0.8993000183773703,0.9491244894311325,species,oral,0.9741163032941759,0.9053492998125027,0.746268656716418,7.0
122,Bowtie2 95,10000001,8455917,1300,1542784,0.9998462851313854,0.8457015566322065,0.922773920881796,species,skin,0.9610495035935381,0.9837440969014738,0.847457627118644,7.0
123,Bowtie2 98,10000001,4749547,2052,5248402,0.999568145375904,0.47505213319251777,0.7373101392842109,species,stool,0.9716378131538491,0.9991560844700221,0.8547008547008547,7.0
124,Bowtie2 98,10000001,4883380,1598,5115023,0.9996728746782483,0.48841600003520563,0.744044437356727,species,oral,0.9895615873920304,0.9996372464180228,0.8620689655172413,7.0
125,Bowtie2 98,10000001,4739575,1104,5259322,0.9997671219671275,0.4740097832790957,0.7368884526231116,species,skin,0.9881292803590925,0.9968769690662996,0.9009009009009009,7.0
